WeatherCat Data Export created at 09:38:13 21-Sep-14



Data for West Mersea - St Peters follows.

Date, Conditions, Ext. temperature,Dew Point,Wind chill,Pressure,Wind speed (10 Min. average),Average wind direction,Precipitation per hour,Precipitation total,Ext. humidity,Int. humidity,Int. temperature,Wind gust (10 Mins)
2014-08-16T09:19:00,Light Clouds,24.1,14.2,24.1,1022.95,0.6,117,0.00,7.20,54,59.0,21.9,1.4,
2014-08-16T09:29:00,N/A,23.9,13.8,23.9,1022.91,0.1,112,0.00,9.30,53,57.0,22.3,2.0,
2014-08-16T09:39:00,N/A,23.7,13.6,23.7,1022.87,0.2,111,0.00,9.30,53,57.0,22.5,2.1,
2014-08-16T09:49:00,N/A,23.5,13.4,23.5,1022.83,0.3,110,0.00,9.30,53,56.0,22.6,2.1,
2014-08-16T09:59:00,N/A,23.3,13.2,23.3,1022.80,0.3,109,0.00,9.30,53,55.0,22.8,2.2,
2014-08-16T10:09:00,N/A,23.1,13.0,23.1,1022.76,0.4,108,0.00,9.30,53,54.0,22.9,2.2,
2014-08-16T10:19:00,N/A,22.9,12.8,22.9,1022.72,0.5,107,0.00,9.30,53,53.0,23.0,2.3,
2014-08-16T10:29:00,N/A,22.6,12.6,22.6,1022.68,0.6,106,0.00,9.30,53,53.0,23.2,2.4,
2014-08-16T10:39:00,N/A,22.4,12.5,22.4,1022.65,0.7,105,0.00,9.30,53,52.0,23.3,2.4,
2014-08-16T10:49:00,N/A,22.2,12.3,22.2,1022.61,0.8,104,0.00,9.30,53,51.0,23.5,2.5,
2014-08-16T10:59:00,N/A,22.0,12.1,22.0,1022.57,0.9,103,0.00,9.30,53,50.0,23.6,2.5,
2014-08-16T11:09:00,N/A,21.8,11.9,21.8,1022.53,1.0,102,0.00,9.30,53,50.0,23.8,2.6,
2014-08-16T11:19:00,N/A,21.6,11.7,21.6,1022.49,1.0,101,0.00,9.30,54,49.0,23.9,2.7,
2014-08-16T11:29:00,N/A,21.4,11.6,21.4,1022.46,1.1,100,0.00,9.30,54,48.0,24.1,2.7,
2014-08-16T11:39:00,N/A,21.2,11.4,21.2,1022.42,1.2,99,0.00,9.30,54,47.0,24.2,2.8,
2014-08-16T11:49:00,N/A,21.0,11.2,21.0,1022.38,1.3,98,0.00,9.30,54,47.0,24.4,2.9,
2014-08-16T11:59:00,N/A,20.7,11.0,20.7,1022.34,1.4,97,0.00,9.30,54,46.0,24.5,2.9,
2014-08-16T12:09:00,N/A,20.5,10.8,20.5,1022.31,1.5,95,0.00,9.30,54,45.0,24.6,3.0,
2014-08-16T12:19:00,N/A,20.3,10.6,20.3,1022.27,1.6,94,0.00,9.30,54,44.0,24.8,3.0,
2014-08-16T12:29:00,N/A,20.1,10.4,20.1,1022.23,1.7,93,0.00,9.30,54,44.0,24.9,3.1,
2014-08-16T12:39:00,N/A,19.9,10.3,19.9,1022.19,1.7,92,0.00,9.30,54,43.0,25.1,3.2,
2014-08-16T12:49:00,N/A,19.7,10.1,19.7,1022.15,1.8,91,0.00,9.30,54,42.0,25.2,3.2,
2014-08-16T12:59:00,N/A,19.5,9.9,19.5,1022.12,1.9,90,0.00,9.30,54,41.0,25.4,3.3,
2014-08-16T13:09:00,Light Clouds,19.1,9.8,19.1,1022.20,2.7,84,0.00,9.30,55,40.0,25.4,4.7,
2014-08-16T13:19:00,Light Clouds,19.9,10.9,19.9,1022.10,3.9,83,0.00,9.30,56,40.0,25.3,6.6,
2014-08-16T13:29:00,Scattered Clouds,20.3,10.1,20.3,1021.90,1.4,98,0.00,9.30,52,40.0,25.3,3.3,
2014-08-16T13:39:00,Scattered Clouds,20.5,10.0,20.5,1021.91,3.9,108,0.00,9.30,51,40.0,25.2,7.2,
2014-08-16T13:49:00,Scattered Clouds,21.0,10.2,21.0,1021.71,3.3,109,0.00,9.30,50,40.0,25.1,6.0,
2014-08-16T13:59:00,Light Clouds,19.9,10.6,19.9,1021.81,4.7,101,0.00,9.30,55,40.0,25.1,7.2,
2014-08-16T14:09:00,Light Clouds,19.9,10.9,19.9,1021.61,3.3,93,0.00,9.30,56,40.0,25.0,6.6,
2014-08-16T14:19:00,Light Clouds,20.7,11.1,20.7,1021.41,1.9,71,0.00,9.30,54,40.0,25.0,4.7,
2014-08-16T14:29:00,Scattered Clouds,21.8,11.2,21.8,1021.31,1.9,73,0.00,9.30,51,42.0,24.9,6.6,
2014-08-16T14:39:00,Scattered Clouds,21.4,10.5,21.4,1021.31,2.7,61,0.00,9.30,50,41.0,25.0,6.0,
2014-08-16T14:49:00,Scattered Clouds,20.5,10.3,20.5,1021.20,2.7,71,0.00,9.30,52,41.0,25.2,8.0,
2014-08-16T14:59:00,Scattered Clouds,21.0,10.5,21.0,1021.20,4.7,96,0.00,9.30,51,41.0,25.4,6.6,
2014-08-16T15:09:00,Scattered Clouds,21.1,10.0,21.1,1021.00,1.9,83,0.00,9.30,49,41.0,25.6,4.7,
2014-08-16T15:19:00,Scattered Clouds,21.0,9.9,21.0,1020.90,1.9,73,0.00,9.30,49,41.0,25.6,3.9,
2014-08-16T15:29:00,Scattered Clouds,21.5,10.3,21.5,1020.70,5.2,99,0.00,9.30,49,41.0,25.7,8.0,
2014-08-16T15:39:00,Clear,20.7,9.3,20.7,1020.69,3.9,104,0.00,9.30,48,41.0,25.8,9.3,
2014-08-16T15:49:00,Scattered Clouds,20.8,9.7,20.8,1020.69,1.9,89,0.00,9.30,49,41.0,25.9,6.0,
2014-08-16T15:59:00,Scattered Clouds,21.4,10.2,21.4,1020.59,1.4,97,0.00,9.30,49,40.0,26.0,3.9,
2014-08-16T16:09:00,Clear,21.4,9.0,21.4,1020.39,1.4,96,0.00,9.30,45,40.0,26.0,4.7,
2014-08-16T16:19:00,Scattered Clouds,20.3,9.8,20.3,1020.39,0.6,101,0.00,9.30,51,40.0,26.1,1.9,
2014-08-16T16:29:00,Scattered Clouds,21.5,10.3,21.5,1020.19,2.7,104,0.00,9.30,49,41.0,26.0,8.6,
2014-08-16T16:39:00,Clear,23.3,10.4,23.3,1020.29,1.4,80,0.00,9.30,44,41.0,26.0,7.2,
2014-08-16T16:49:00,Clear,22.7,9.1,22.7,1020.09,2.7,53,0.00,9.30,42,41.0,26.0,8.0,
2014-08-16T16:59:00,Clear,22.9,9.3,22.9,1019.99,2.7,82,0.00,9.30,42,41.0,26.1,5.2,
2014-08-16T17:09:00,Clear,21.5,9.7,21.5,1020.19,2.7,59,0.00,9.30,47,41.0,26.2,8.0,
2014-08-16T17:19:00,Clear,21.8,10.3,21.8,1019.99,3.9,91,0.00,9.30,48,41.0,26.2,8.6,
2014-08-16T17:29:00,Scattered Clouds,20.7,10.2,20.7,1019.68,1.4,100,0.00,9.30,51,41.0,26.3,5.2,
2014-08-16T17:39:00,Scattered Clouds,20.3,10.1,20.3,1019.68,3.9,98,0.00,9.30,52,41.0,26.3,5.2,
2014-08-16T17:49:00,Light Clouds,20.1,10.2,20.1,1019.58,1.4,70,0.00,9.30,53,41.0,26.3,3.9,
2014-08-16T17:59:00,Scattered Clouds,20.1,9.9,20.1,1019.38,2.7,99,0.00,9.30,52,41.0,26.3,9.3,
2014-08-16T18:09:00,Scattered Clouds,20.4,9.9,20.4,1019.38,2.7,89,0.00,9.30,51,41.0,26.4,4.7,
2014-08-16T18:19:00,Scattered Clouds,20.5,9.7,20.5,1019.28,0.6,95,0.00,9.30,50,41.0,26.4,5.2,
2014-08-16T18:29:00,Scattered Clouds,20.1,9.4,20.1,1019.18,1.4,89,0.00,9.30,50,41.0,26.4,5.2,
2014-08-16T18:39:00,Light Clouds,19.4,9.6,19.4,1018.98,2.7,99,0.00,9.30,53,41.0,26.4,4.7,
2014-08-16T18:49:00,Light Clouds,19.2,9.4,19.2,1018.98,2.7,125,0.00,9.30,53,42.0,26.4,6.0,
2014-08-16T18:59:00,Light Clouds,19.0,9.8,19.0,1018.88,1.4,104,0.00,9.30,55,42.0,26.4,2.7,
2014-08-16T19:09:00,Light Clouds,18.8,9.6,18.8,1018.78,1.4,89,0.00,9.30,55,42.0,26.5,7.2,
2014-08-16T19:19:00,Light Clouds,18.8,9.8,18.8,1018.78,3.3,111,0.00,9.30,56,42.0,26.4,5.2,
2014-08-16T19:29:00,Light Clouds,18.7,9.7,18.7,1018.68,1.4,99,0.00,9.30,56,42.0,26.4,2.7,
2014-08-16T19:39:00,Light Clouds,18.4,9.7,18.4,1018.68,3.9,111,0.00,9.30,57,42.0,26.4,7.2,
2014-08-16T19:49:00,Light Clouds,18.0,9.6,18.0,1018.78,2.7,123,0.00,9.30,58,42.0,26.4,4.7,
2014-08-16T19:59:00,Light Clouds,17.6,9.5,17.6,1018.78,2.7,71,0.00,9.30,59,42.0,26.5,5.2,
2014-08-16T20:09:00,Light Clouds,17.2,9.1,17.2,1018.68,1.4,61,0.00,9.30,59,42.0,26.5,3.3,
2014-08-16T20:19:00,Light Clouds,16.9,9.6,16.9,1018.68,0.0,56,0.00,9.30,62,42.0,26.5,1.9,
2014-08-16T20:29:00,Light Clouds,16.6,9.8,16.6,1018.58,0.6,99,0.00,9.30,64,42.0,26.5,1.9,
2014-08-16T20:39:00,Light Clouds,16.2,9.8,16.2,1018.58,1.4,105,0.00,9.30,66,42.0,26.5,2.7,
2014-08-16T20:49:00,Light Clouds,16.1,10.2,16.1,1018.58,0.6,121,0.00,9.30,68,42.0,26.4,1.9,
2014-08-16T20:59:00,Light Clouds,16.1,10.2,16.1,1018.38,1.4,131,0.00,9.30,68,42.0,26.4,2.7,
2014-08-16T21:09:00,Light Clouds,16.0,10.3,16.0,1018.38,1.9,115,0.00,9.30,69,42.0,26.4,3.3,
2014-08-16T21:19:00,Light Clouds,16.1,10.4,16.1,1018.48,1.9,120,0.00,9.30,69,42.0,26.4,3.9,
2014-08-16T21:29:00,Light Clouds,16.2,9.8,16.2,1018.38,2.7,106,0.00,9.30,66,42.0,26.3,5.2,
2014-08-16T21:39:00,N/A,16.1,9.7,16.1,1018.38,1.9,0,0.00,9.30,66,42.0,26.3,2.7,
2014-08-16T21:49:00,N/A,15.8,9.9,15.8,1018.38,1.4,135,0.00,9.30,68,42.0,26.3,3.9,
2014-08-16T21:59:00,N/A,15.7,10.0,15.7,1018.28,2.7,90,0.00,9.30,69,42.0,26.5,4.7,
2014-08-16T22:09:00,N/A,15.5,10.1,15.5,1018.38,1.4,225,0.00,9.30,70,42.0,26.6,3.3,
2014-08-16T22:19:00,Light Clouds,15.5,10.1,15.5,1018.38,1.4,104,0.00,9.30,70,42.0,26.6,3.9,
2014-08-16T22:29:00,Light Clouds,15.5,10.1,15.5,1018.18,1.9,106,0.00,9.30,70,42.0,26.7,3.9,
2014-08-16T22:39:00,Light Clouds,15.4,9.7,15.4,1018.17,1.4,104,0.00,9.30,69,42.0,26.9,2.7,
2014-08-16T22:49:00,Light Clouds,15.3,9.9,15.3,1018.17,0.6,122,0.00,9.30,70,42.0,26.9,2.7,
2014-08-16T22:59:00,Light Clouds,15.2,10.0,15.2,1018.07,1.4,120,0.00,9.30,71,41.0,26.9,2.7,
2014-08-16T23:09:00,Light Clouds,15.2,10.2,15.2,1017.87,1.4,124,0.00,9.30,72,41.0,26.8,1.9,
2014-08-16T23:19:00,Light Clouds,15.2,10.0,15.2,1017.97,0.6,116,0.00,9.30,71,41.0,26.7,2.7,
2014-08-16T23:29:00,Light Clouds,15.2,10.0,15.2,1017.67,1.9,116,0.00,9.30,71,41.0,26.6,3.9,
2014-08-16T23:39:00,Cloudy,15.1,10.3,15.1,1017.57,1.9,118,0.00,9.30,73,42.0,26.6,3.9,
2014-08-16T23:49:00,Cloudy,15.1,10.3,15.1,1017.37,2.7,129,0.00,9.30,73,42.0,26.5,3.9,
2014-08-16T23:59:00,Cloudy,15.3,10.5,15.3,1017.18,0.6,122,0.00,9.30,73,42.0,26.4,4.7,
2014-08-17T00:09:00,Cloudy,15.4,10.8,15.4,1017.08,1.9,129,0.00,9.30,74,42.0,26.3,6.6,
2014-08-17T00:19:00,Cloudy,15.5,10.9,15.5,1017.08,1.9,131,0.00,9.30,74,42.0,26.3,5.2,
2014-08-17T00:29:00,Cloudy,15.6,10.8,15.6,1017.08,1.4,139,0.00,9.30,73,42.0,26.2,6.0,
2014-08-17T00:39:00,Light Clouds,15.6,10.4,15.6,1016.88,1.9,131,0.00,9.30,71,42.0,26.3,3.3,
2014-08-17T00:49:00,Light Clouds,15.5,9.8,15.5,1016.68,2.7,101,0.00,9.30,69,42.0,26.1,5.2,
2014-08-17T00:59:00,Light Clouds,15.5,10.1,15.5,1016.68,1.4,113,0.00,9.30,70,42.0,26.1,3.3,
2014-08-17T01:09:00,Light Clouds,15.4,9.9,15.4,1016.58,1.4,115,0.00,9.30,70,42.0,26.0,5.2,
2014-08-17T01:19:00,Light Clouds,15.4,9.9,15.4,1016.38,1.9,112,0.00,9.30,70,43.0,25.9,4.7,
2014-08-17T01:29:00,Light Clouds,15.3,9.9,15.3,1016.18,3.9,107,0.00,9.30,70,43.0,25.9,5.2,
2014-08-17T01:39:00,Light Clouds,15.3,9.4,15.3,1016.28,3.3,118,0.00,9.30,68,43.0,25.9,7.2,
2014-08-17T01:49:00,Light Clouds,15.4,9.7,15.4,1016.18,1.4,120,0.00,9.30,69,43.0,25.9,3.3,
2014-08-17T01:59:00,Light Clouds,15.3,9.9,15.3,1015.78,0.6,108,0.00,9.30,70,43.0,25.9,2.7,
2014-08-17T02:09:00,Light Clouds,15.2,10.0,15.2,1015.68,2.7,95,0.00,9.30,71,43.0,25.8,6.0,
2014-08-17T02:19:00,Light Clouds,15.2,10.2,15.2,1015.58,3.3,112,0.00,9.30,72,43.0,25.8,5.2,
2014-08-17T02:29:00,Cloudy,15.2,10.6,15.2,1015.48,1.9,121,0.00,9.30,74,43.0,25.8,3.9,
2014-08-17T02:39:00,Cloudy,15.3,10.7,15.3,1015.48,1.4,133,0.00,9.30,74,43.0,25.7,5.2,
2014-08-17T02:49:00,Cloudy,15.3,10.9,15.3,1015.38,1.4,120,0.00,9.30,75,43.0,25.8,2.7,
2014-08-17T02:59:00,Cloudy,15.2,11.2,15.2,1015.28,1.9,122,0.00,9.60,77,43.0,25.7,11.3,
2014-08-17T03:09:00,Cloudy,15.2,11.4,15.0,1015.08,4.7,126,0.00,9.60,78,43.0,25.7,6.0,
2014-08-17T03:19:00,Cloudy,15.2,11.4,15.2,1014.87,1.9,122,0.00,9.60,78,43.0,25.8,3.9,
2014-08-17T03:29:00,Cloudy,15.2,11.4,15.2,1014.78,3.3,121,0.00,9.60,78,43.0,25.7,6.6,
2014-08-17T03:39:00,Overcast,15.1,11.5,15.1,1014.67,3.3,140,0.00,9.60,79,43.0,25.7,6.0,
2014-08-17T03:49:00,Overcast,15.1,11.5,15.1,1014.78,1.9,131,0.00,9.60,79,43.0,25.7,6.0,
2014-08-17T03:59:00,Overcast,15.1,11.5,14.9,1014.57,4.7,124,0.00,9.60,79,43.0,25.7,7.2,
2014-08-17T04:09:00,Cloudy,15.1,11.3,14.9,1014.37,4.7,134,0.00,9.60,78,43.0,25.7,8.6,
2014-08-17T04:19:00,Cloudy,15.1,11.3,14.6,1014.37,6.0,146,0.00,9.60,78,43.0,25.7,8.0,
2014-08-17T04:29:00,Overcast,15.1,11.5,14.8,1014.07,5.2,143,0.00,9.60,79,43.0,25.6,8.0,
2014-08-17T04:39:00,Overcast,15.1,11.5,14.9,1013.87,4.7,124,0.00,9.60,79,43.0,25.6,9.3,
2014-08-17T04:49:00,Cloudy,15.1,11.3,14.5,1013.77,6.6,122,0.00,9.60,78,43.0,25.6,13.2,
2014-08-17T04:59:00,Cloudy,15.2,11.4,14.6,1013.67,6.6,118,0.00,9.60,78,43.0,25.6,11.3,
2014-08-17T05:09:00,Cloudy,15.2,11.4,14.9,1013.57,5.2,128,0.00,9.60,78,43.0,25.5,10.5,
2014-08-17T05:19:00,Overcast,15.1,11.5,14.8,1013.47,5.2,129,0.00,9.60,79,43.0,25.5,10.5,
2014-08-17T05:29:00,Overcast,15.1,11.7,14.5,1013.47,6.6,141,0.00,9.60,80,43.0,25.5,9.9,
2014-08-17T05:39:00,Overcast,15.1,11.5,14.8,1013.37,5.2,127,0.00,9.60,79,43.0,25.5,8.6,
2014-08-17T05:49:00,Overcast,15.1,11.7,14.6,1013.17,6.0,133,0.00,9.60,80,43.0,25.5,9.9,
2014-08-17T05:59:00,Overcast,15.1,11.5,14.4,1013.07,7.2,114,0.00,9.60,79,43.0,25.4,11.3,
2014-08-17T06:09:00,Overcast,15.1,11.7,14.9,1012.97,4.7,122,0.00,9.60,80,43.0,25.4,8.6,
2014-08-17T06:19:00,Overcast,15.1,11.7,14.6,1012.67,6.0,123,0.00,9.60,80,43.0,25.5,12.6,
2014-08-17T06:29:00,Overcast,15.1,11.7,14.5,1012.57,6.6,120,0.00,9.60,80,43.0,25.5,12.6,
2014-08-17T06:39:00,Overcast,15.1,11.7,14.8,1012.57,5.2,135,0.00,9.60,80,43.0,25.4,10.5,
2014-08-17T06:49:00,Overcast,15.1,11.7,14.6,1012.37,6.0,118,0.00,9.60,80,43.0,25.4,11.3,
2014-08-17T06:59:00,Overcast,15.1,11.9,14.5,1012.47,6.6,121,0.00,9.60,81,43.0,25.4,14.6,
2014-08-17T07:09:00,Overcast,15.1,11.9,15.1,1012.47,3.3,132,0.00,9.60,81,43.0,25.4,9.9,
2014-08-17T07:19:00,Overcast,15.0,11.9,15.0,1012.47,3.9,128,0.00,9.60,82,43.0,25.3,9.3,
2014-08-17T07:29:00,Overcast,15.0,12.1,15.0,1012.27,2.7,135,0.00,9.60,83,43.0,25.3,5.2,
2014-08-17T07:39:00,Overcast,15.0,12.1,14.5,1012.37,6.0,125,0.00,9.60,83,43.0,25.3,9.9,
2014-08-17T07:49:00,Overcast,15.0,12.1,15.0,1012.17,3.9,107,0.00,9.60,83,43.0,25.3,7.2,
2014-08-17T07:59:00,Overcast,15.1,12.2,14.9,1012.07,4.7,136,0.00,9.60,83,43.0,25.3,6.6,
2014-08-17T08:09:00,Overcast,15.1,12.2,15.1,1011.97,3.3,126,0.00,9.60,83,43.0,25.3,10.5,
2014-08-17T08:19:00,Overcast,15.1,12.2,15.1,1012.07,2.7,101,0.00,9.60,83,43.0,25.2,6.0,
2014-08-17T08:29:00,Overcast,15.2,12.3,15.2,1011.87,3.3,117,0.00,9.60,83,43.0,25.3,9.3,
2014-08-17T08:39:00,Overcast,15.3,12.4,15.3,1011.77,3.3,125,0.00,9.60,83,43.0,25.1,6.6,
2014-08-17T08:49:00,Overcast,15.4,12.3,15.4,1011.88,3.9,123,0.00,9.60,82,45.0,24.1,6.6,
2014-08-17T08:59:00,Overcast,15.5,12.4,15.5,1011.69,3.9,131,0.00,9.60,82,48.0,23.5,6.0,
2014-08-17T09:09:00,Overcast,15.6,12.5,15.6,1011.70,3.9,114,0.00,9.60,82,49.0,22.9,8.0,
2014-08-17T09:19:00,Overcast,15.7,12.6,15.7,1009.76,2.7,107,0.00,9.60,82,50.0,22.7,3.9,
2014-08-17T09:29:00,Overcast,16.2,12.7,16.2,1009.56,3.9,99,0.00,9.60,80,50.0,22.7,6.6,
2014-08-17T09:39:00,Overcast,16.3,12.6,16.0,1009.56,6.0,104,0.00,9.60,79,50.0,22.7,11.3,
2014-08-17T09:49:00,Torrential Rain,17.1,12.8,17.1,1009.26,3.9,99,61.70,11.10,76,51.0,22.5,8.0,
2014-08-17T09:59:00,Cloudy,17.0,12.3,16.9,1009.26,6.0,0,0.00,12.00,74,51.0,22.6,9.9,
2014-08-17T10:09:00,Cloudy,17.0,12.5,17.0,1009.26,3.9,189,0.00,12.00,75,51.0,22.5,9.3,
2014-08-17T10:19:00,Cloudy,18.2,13.5,18.2,1009.06,2.7,227,0.00,12.00,74,53.0,22.7,8.0,
2014-08-17T10:29:00,Light Clouds,18.9,13.3,18.9,1008.95,4.7,255,0.00,12.00,70,51.0,24.2,8.0,
2014-08-17T10:39:00,Light Clouds,18.8,13.0,18.8,1008.95,3.9,229,0.00,12.00,69,48.0,24.7,9.9,
2014-08-17T10:49:00,Light Clouds,19.4,13.1,19.4,1008.75,3.3,184,0.00,12.00,67,48.0,24.1,6.6,
2014-08-17T10:59:00,Light Clouds,19.1,12.6,19.1,1006.80,5.2,235,0.00,12.00,66,50.0,23.8,9.9,
2014-08-17T11:09:00,Light Clouds,18.9,12.9,18.9,1008.67,3.3,165,0.00,12.00,68,50.0,23.2,9.9,
2014-08-17T11:19:00,Light Clouds,19.6,13.1,19.6,1008.47,5.2,93,0.00,12.00,66,50.0,22.9,15.9,
2014-08-17T11:29:00,Light Clouds,19.4,12.6,19.4,1008.67,6.0,109,0.00,12.00,65,51.0,22.9,13.2,
2014-08-17T11:39:00,Light Clouds,19.6,13.3,19.6,1008.47,2.7,124,0.00,12.00,67,51.0,22.8,9.3,
2014-08-17T11:49:00,Light Clouds,19.7,13.2,19.7,1008.37,5.2,138,0.00,12.00,66,52.0,22.7,9.3,
2014-08-17T11:59:00,Light Clouds,20.1,13.1,20.1,1008.07,5.2,159,0.00,12.00,64,52.0,22.6,13.8,
2014-08-17T12:09:00,Light Clouds,20.1,12.6,20.1,1008.17,6.6,161,0.00,12.00,62,52.0,22.5,12.6,
2014-08-17T12:19:00,Light Clouds,20.1,12.8,20.1,1007.97,6.6,149,0.00,12.00,63,52.0,22.5,13.2,
2014-08-17T12:29:00,Light Clouds,20.0,13.0,20.0,1007.97,3.9,140,0.00,12.00,64,52.0,22.5,9.9,
2014-08-17T12:39:00,Light Clouds,19.1,12.4,19.1,1007.97,3.3,150,0.00,12.00,65,53.0,22.4,6.6,
2014-08-17T12:49:00,Light Clouds,18.4,12.4,18.4,1008.28,2.7,157,0.00,12.00,68,53.0,22.4,6.0,
2014-08-17T12:59:00,N/A,15.7,12.3,15.6,1008.37,4.7,0,0.00,12.00,80,53.0,22.7,8.0,
2014-08-17T13:09:00,N/A,14.7,12.9,14.7,1008.17,2.7,315,0.00,12.00,89,53.0,22.6,3.3,
2014-08-17T13:19:00,N/A,15.0,13.4,15.0,1008.07,2.7,202,0.00,12.00,90,54.0,22.9,6.6,
2014-08-17T13:29:00,Overcast,15.5,13.7,15.5,1008.07,2.7,281,0.00,12.00,89,54.0,22.9,7.2,
2014-08-17T13:39:00,Overcast,16.1,13.9,16.1,1007.87,1.9,243,0.00,12.00,87,54.0,22.7,4.7,
2014-08-17T13:49:00,Overcast,17.4,14.3,17.4,1007.67,6.0,198,0.00,12.00,82,54.0,22.6,9.3,
2014-08-17T13:59:00,Overcast,17.8,14.1,17.8,1007.37,3.3,226,0.00,12.00,79,54.0,22.4,6.0,
2014-08-17T14:09:00,Light Clouds,19.0,13.6,19.0,1007.47,2.7,255,0.00,12.00,71,54.0,22.5,6.0,
2014-08-17T14:19:00,Light Clouds,19.7,12.7,19.7,1007.47,4.7,261,0.00,12.30,64,54.0,22.7,7.2,
2014-08-17T14:29:00,Light Clouds,19.0,12.0,19.0,1007.47,2.7,265,0.00,12.30,64,54.0,22.7,3.9,
2014-08-17T14:39:00,Light Clouds,18.9,12.2,18.9,1007.27,4.7,242,0.00,12.30,65,54.0,22.7,6.6,
2014-08-17T14:49:00,Light Clouds,19.5,12.3,19.5,1007.38,4.7,236,0.00,12.30,63,53.0,22.7,7.2,
2014-08-17T14:59:00,Light Clouds,19.8,12.6,19.8,1007.28,4.7,215,0.00,12.30,63,53.0,22.7,7.2,
2014-08-17T15:09:00,Light Clouds,20.1,12.1,20.1,1007.08,2.7,246,0.00,12.30,60,53.0,22.6,9.3,
2014-08-17T15:19:00,Light Clouds,19.6,12.1,19.6,1007.08,6.0,256,0.00,12.30,62,53.0,22.4,8.6,
2014-08-17T15:29:00,Light Clouds,20.1,12.3,20.1,1006.88,4.7,241,0.00,12.30,61,53.0,22.5,9.3,
2014-08-17T15:39:00,Light Clouds,20.6,12.8,20.6,1006.88,1.9,214,0.00,12.30,61,53.0,22.5,6.0,
2014-08-17T15:49:00,Light Clouds,21.3,11.3,21.3,1006.88,2.7,235,0.00,12.30,53,53.0,22.3,6.0,
2014-08-17T15:59:00,Light Clouds,21.6,11.9,21.6,1006.78,2.7,242,0.00,12.30,54,54.0,22.3,7.2,
2014-08-17T16:09:00,Scattered Clouds,22.4,11.8,22.4,1006.68,2.7,249,0.00,12.30,51,54.0,22.4,8.0,
2014-08-17T16:19:00,Scattered Clouds,20.9,9.8,20.9,1006.68,1.9,263,0.00,12.30,49,54.0,22.5,8.6,
2014-08-17T16:29:00,Clear,21.0,8.6,21.0,1006.68,4.7,254,0.00,12.30,45,53.0,22.5,15.2,
2014-08-17T16:39:00,Clear,20.9,8.8,20.9,1006.58,3.9,236,0.00,12.30,46,53.0,22.4,9.3,
2014-08-17T16:49:00,Clear,20.7,9.0,20.7,1006.78,6.0,281,0.00,12.30,47,52.0,22.5,8.6,
2014-08-17T16:59:00,Clear,20.6,8.9,20.6,1006.58,3.3,271,0.00,12.30,47,53.0,22.4,7.2,
2014-08-17T17:09:00,Clear,21.0,8.6,21.0,1006.68,6.0,258,0.00,12.30,45,52.0,22.6,8.0,
2014-08-17T17:19:00,Clear,21.1,8.4,21.1,1006.58,3.3,259,0.00,12.30,44,54.0,22.5,6.0,
2014-08-17T17:29:00,Clear,20.1,8.7,20.1,1006.68,3.9,233,0.00,12.30,48,52.0,22.5,6.6,
2014-08-17T17:39:00,Clear,20.1,8.4,20.1,1006.78,1.4,244,0.00,12.30,47,52.0,22.6,7.2,
2014-08-17T17:49:00,Clear,21.7,9.6,21.7,1006.68,3.3,238,0.00,12.30,46,52.0,22.5,7.2,
2014-08-17T17:59:00,Clear,21.2,8.4,21.2,1006.68,3.3,266,0.00,12.30,44,52.0,22.5,8.0,
2014-08-17T18:09:00,Clear,21.7,9.2,21.7,1006.68,1.9,266,0.00,12.30,45,51.0,22.4,8.6,
2014-08-17T18:19:00,Clear,21.3,8.5,21.3,1006.58,3.9,254,0.00,12.30,44,51.0,22.4,6.0,
2014-08-17T18:29:00,Clear,20.9,9.2,20.9,1006.58,2.7,216,0.00,12.30,47,50.0,22.4,9.9,
2014-08-17T18:39:00,Clear,20.6,8.9,20.6,1006.58,2.7,256,0.00,12.30,47,50.0,22.3,8.0,
2014-08-17T18:49:00,Clear,20.6,9.2,20.6,1006.58,1.9,243,0.00,12.30,48,50.0,22.3,4.7,
2014-08-17T18:59:00,Clear,20.4,8.7,20.4,1006.48,1.9,267,0.00,12.30,47,50.0,22.4,5.2,
2014-08-17T19:09:00,Clear,19.9,8.6,19.9,1006.48,2.7,276,0.00,12.30,48,49.0,22.3,5.2,
2014-08-17T19:19:00,Scattered Clouds,18.7,8.4,18.7,1006.38,1.9,292,0.00,12.30,51,49.0,22.3,5.2,
2014-08-17T19:29:00,Scattered Clouds,18.1,8.1,18.1,1006.38,2.7,257,0.00,12.30,52,48.0,22.2,3.9,
2014-08-17T19:39:00,Scattered Clouds,18.0,7.4,18.0,1006.28,5.2,223,0.00,12.30,50,48.0,22.2,7.2,
2014-08-17T19:49:00,Scattered Clouds,17.7,7.1,17.7,1006.38,6.0,224,0.00,12.30,50,47.0,22.2,8.6,
2014-08-17T19:59:00,Scattered Clouds,17.4,7.2,17.4,1006.48,1.4,235,0.00,12.30,51,46.0,22.1,3.9,
2014-08-17T20:09:00,Light Clouds,17.0,7.3,17.0,1006.48,1.4,263,0.00,12.30,53,46.0,22.0,6.0,
2014-08-17T20:19:00,Light Clouds,16.6,7.5,16.6,1006.58,0.6,244,0.00,12.30,55,47.0,21.9,1.9,
2014-08-17T20:29:00,Light Clouds,16.3,7.2,16.3,1006.68,1.9,258,0.00,12.30,55,46.0,21.9,5.2,
