WeatherCat Data Export created at 09:38:13 21-Sep-14



Data for West Mersea - St Peters follows.

Date, Conditions, Ext. temperature,Dew Point,Wind chill,Pressure,Wind speed (10 Min. average),Average wind direction,Precipitation per hour,Precipitation total,Ext. humidity,Int. humidity,Int. temperature,Wind gust (10 Mins)
2014-08-20T11:09:00,Light Clouds,17.7,8.5,17.7,1017.12,1.9,293,0.00,13.50,55,56.0,20.6,4.7,
2014-08-20T11:19:00,Light Clouds,17.4,8.3,17.4,1017.01,1.9,257,0.00,13.50,55,57.0,20.7,3.3,
2014-08-20T11:29:00,Light Clouds,18.0,8.6,18.0,1017.12,2.7,306,0.00,13.50,54,57.0,20.7,6.6,
2014-08-20T11:39:00,Scattered Clouds,18.4,8.4,18.4,1017.01,3.3,271,0.00,13.50,52,57.0,20.7,4.7,
2014-08-20T11:49:00,Scattered Clouds,19.0,8.3,19.0,1017.02,1.9,279,0.00,13.50,50,57.0,20.6,3.9,
2014-08-20T11:59:00,Clear,18.7,6.8,18.7,1017.12,3.9,318,0.00,13.50,46,57.0,20.7,6.6,
2014-08-20T12:09:00,Scattered Clouds,17.4,6.6,17.4,1017.01,1.9,329,0.00,13.50,49,57.0,20.7,6.0,
2014-08-20T12:19:00,Scattered Clouds,18.5,7.3,18.5,1017.12,0.6,304,0.00,13.50,48,57.0,20.7,3.9,
2014-08-20T12:29:00,Clear,17.9,5.8,17.9,1016.91,0.6,352,0.00,13.50,45,57.0,20.7,1.9,
2014-08-20T12:39:00,Clear,18.6,5.8,18.6,1016.91,1.4,348,0.00,13.50,43,57.0,20.7,7.2,
2014-08-20T12:49:00,Clear,18.7,6.2,18.7,1016.91,2.7,350,0.00,13.50,44,57.0,20.7,3.9,
2014-08-20T12:59:00,Clear,19.8,6.5,19.8,1016.81,1.9,294,0.00,13.50,42,57.0,20.8,4.7,
2014-08-20T13:09:00,Clear,19.6,6.3,19.6,1016.81,1.4,288,0.00,13.50,42,57.0,20.8,5.2,
2014-08-20T13:19:00,Clear,18.5,6.0,18.5,1016.81,1.9,316,0.00,13.50,44,57.0,20.8,6.0,
2014-08-20T13:29:00,Clear,20.1,6.8,20.1,1016.91,3.3,282,0.00,13.50,42,57.0,20.9,6.0,
2014-08-20T13:39:00,Clear,18.6,6.4,18.6,1017.01,2.7,256,0.00,13.50,45,57.0,20.9,4.7,
2014-08-20T13:49:00,Clear,17.9,6.4,17.9,1016.91,1.9,293,0.00,13.50,47,57.0,20.9,5.2,
2014-08-20T13:59:00,Scattered Clouds,17.9,6.7,17.9,1016.81,0.6,292,0.00,13.50,48,57.0,20.9,2.7,
2014-08-20T14:09:00,Clear,18.7,6.8,18.7,1016.71,1.4,313,0.00,13.50,46,56.0,20.9,3.3,
2014-08-20T14:19:00,Clear,18.9,6.7,18.9,1016.81,2.7,300,0.00,13.50,45,56.0,20.9,3.9,
2014-08-20T14:29:00,Clear,19.6,6.3,19.6,1016.81,0.6,301,0.00,13.50,42,56.0,20.9,8.0,
2014-08-20T14:39:00,Clear,19.1,5.5,19.1,1016.81,2.7,311,0.00,13.50,41,56.0,20.9,8.0,
2014-08-20T14:49:00,Clear,17.9,5.8,17.9,1016.81,1.9,314,0.00,13.50,45,56.0,21.0,3.9,
2014-08-20T14:59:00,Scattered Clouds,17.6,6.8,17.6,1016.91,1.9,271,0.00,13.50,49,56.0,21.0,5.2,
2014-08-20T15:09:00,Scattered Clouds,17.9,7.0,17.9,1016.81,3.3,289,0.00,13.50,49,56.0,21.0,6.0,
2014-08-20T15:19:00,Clear,18.7,6.8,18.7,1016.71,1.4,259,0.00,13.50,46,56.0,21.0,2.7,
2014-08-20T15:29:00,Clear,18.9,7.0,18.9,1016.81,1.4,291,0.00,13.50,46,56.0,21.1,4.7,
2014-08-20T15:39:00,Clear,18.7,6.2,18.7,1016.81,2.7,299,0.00,13.50,44,56.0,21.0,5.2,
2014-08-20T15:49:00,Clear,19.5,5.9,19.5,1016.91,0.6,244,0.00,13.50,41,56.0,21.1,3.9,
2014-08-20T15:59:00,Clear,19.5,5.9,19.5,1016.71,2.7,260,0.00,13.50,41,56.0,21.1,6.6,
2014-08-20T16:09:00,Clear,19.3,5.7,19.3,1016.61,1.9,275,0.00,13.50,41,56.0,21.1,3.3,
2014-08-20T16:19:00,Clear,18.1,5.7,18.1,1016.71,0.6,265,0.00,13.50,44,56.0,21.1,3.9,
2014-08-20T16:29:00,Scattered Clouds,17.9,6.7,17.9,1016.71,1.9,246,0.00,13.50,48,56.0,21.2,3.3,
2014-08-20T16:39:00,Scattered Clouds,17.8,6.6,17.8,1016.61,1.4,250,0.00,13.50,48,56.0,21.2,4.7,
2014-08-20T16:49:00,Clear,18.3,6.5,18.3,1016.61,1.4,285,0.00,13.50,46,56.0,21.2,4.7,
2014-08-20T16:59:00,Clear,18.7,6.2,18.7,1016.51,1.4,308,0.00,13.50,44,56.0,21.2,3.3,
2014-08-20T17:09:00,Clear,20.1,6.4,20.1,1016.41,1.4,317,0.00,13.50,41,56.0,21.2,3.3,
2014-08-20T17:19:00,Clear,20.8,5.6,20.8,1016.31,4.7,298,0.00,13.50,37,57.0,21.3,6.0,
2014-08-20T17:29:00,Clear,21.1,5.8,21.1,1016.51,1.9,285,0.00,13.50,37,57.0,21.3,3.3,
2014-08-20T17:39:00,Clear,18.7,5.5,18.7,1016.51,1.9,270,0.00,13.50,42,58.0,21.3,3.3,
2014-08-20T17:49:00,Clear,18.0,5.9,18.0,1016.41,2.7,302,0.00,13.50,45,59.0,21.4,5.2,
2014-08-20T17:59:00,Clear,18.1,6.3,18.1,1016.41,1.4,337,0.00,13.50,46,59.0,21.5,3.3,
2014-08-20T18:09:00,Clear,20.4,6.7,20.4,1016.51,1.9,359,0.00,13.50,41,59.0,21.4,3.9,
2014-08-20T18:19:00,Clear,20.0,4.9,20.0,1016.51,3.3,335,0.00,13.50,37,59.0,21.4,4.7,
2014-08-20T18:29:00,Clear,18.2,5.4,18.2,1016.71,2.7,283,0.00,13.50,43,59.0,21.4,7.2,
2014-08-20T18:39:00,Scattered Clouds,17.4,6.3,17.4,1016.81,1.9,308,0.00,13.50,48,59.0,21.5,3.9,
2014-08-20T18:49:00,Scattered Clouds,16.8,6.6,16.8,1016.71,1.4,338,0.00,13.50,51,59.0,21.5,2.7,
2014-08-20T18:59:00,Scattered Clouds,16.6,6.4,16.6,1016.81,1.4,346,0.00,13.50,51,59.0,21.5,1.9,
2014-08-20T19:09:00,Scattered Clouds,18.2,7.3,18.2,1016.81,0.0,300,0.00,13.50,49,59.0,21.5,2.7,
2014-08-20T19:19:00,Scattered Clouds,17.8,6.6,17.8,1016.61,0.6,316,0.00,13.50,48,59.0,21.6,1.9,
2014-08-20T19:29:00,Scattered Clouds,17.0,6.5,17.0,1016.71,0.0,321,0.00,13.50,50,59.0,21.6,0.0,
2014-08-20T19:39:00,Light Clouds,16.4,6.5,16.4,1016.81,0.0,299,0.00,13.50,52,59.0,21.6,0.0,
2014-08-20T19:49:00,Light Clouds,15.8,6.8,15.8,1016.91,0.0,279,0.00,13.50,55,59.0,21.6,0.0,
2014-08-20T19:59:00,Light Clouds,15.3,6.6,15.3,1016.91,0.0,295,0.00,13.50,56,59.0,21.6,0.6,
2014-08-20T20:09:00,Light Clouds,15.0,6.6,15.0,1017.01,0.0,5,0.00,13.50,57,59.0,21.7,0.0,
2014-08-20T20:19:00,Light Clouds,14.6,6.9,14.6,1017.01,0.0,8,0.00,13.50,60,59.0,21.7,0.6,
2014-08-20T20:29:00,Light Clouds,14.3,6.9,14.3,1017.21,0.6,15,0.00,13.50,61,58.0,21.6,1.4,
2014-08-20T20:39:00,Light Clouds,14.1,6.7,14.1,1017.41,0.0,5,0.00,13.50,61,58.0,21.6,0.6,
2014-08-20T20:49:00,Light Clouds,13.8,6.9,13.8,1017.61,0.0,0,0.00,13.50,63,58.0,21.6,1.4,
2014-08-20T20:59:00,Light Clouds,13.6,6.9,13.6,1017.61,0.0,2,0.00,13.50,64,58.0,21.6,1.4,
2014-08-20T21:09:00,Light Clouds,13.6,6.9,13.6,1017.71,0.0,0,0.00,13.50,64,58.0,21.6,0.6,
2014-08-20T21:19:00,Light Clouds,13.3,6.9,13.3,1017.71,0.0,342,0.00,13.50,65,58.0,21.6,0.0,
2014-08-20T21:29:00,Light Clouds,13.2,7.0,13.2,1017.61,0.6,348,0.00,13.50,66,58.0,21.6,1.9,
2014-08-20T21:39:00,Light Clouds,12.9,7.3,12.9,1017.71,0.0,354,0.00,13.50,69,58.0,21.6,1.9,
2014-08-20T21:49:00,Light Clouds,12.7,7.4,12.7,1017.61,0.0,356,0.00,13.50,70,58.0,21.6,0.6,
2014-08-20T21:59:00,Light Clouds,12.1,7.0,12.1,1017.61,0.0,359,0.00,13.50,71,57.0,21.6,0.0,
2014-08-20T22:09:00,Cloudy,11.6,7.1,11.6,1017.61,0.0,360,0.00,13.50,74,57.0,21.6,0.0,
2014-08-20T22:19:00,Overcast,11.5,7.8,11.5,1017.71,0.0,351,0.00,13.50,78,57.0,21.6,0.6,
2014-08-20T22:29:00,Overcast,11.6,8.1,11.6,1017.51,0.0,308,0.00,13.50,79,57.0,21.6,0.0,
2014-08-20T22:39:00,Overcast,11.4,7.9,11.4,1017.61,0.0,304,0.00,13.50,79,57.0,21.6,0.0,
2014-08-20T22:49:00,Overcast,11.4,8.2,11.4,1017.51,0.6,339,0.00,13.50,81,57.0,21.6,1.4,
2014-08-20T22:59:00,Overcast,11.7,8.4,11.7,1017.51,0.0,351,0.00,13.50,80,57.0,21.6,0.6,
2014-08-20T23:09:00,Overcast,11.7,8.4,11.7,1017.61,0.0,355,0.00,13.50,80,57.0,21.5,0.0,
2014-08-20T23:19:00,Overcast,11.7,8.6,11.7,1017.81,0.6,17,0.00,13.50,81,56.0,21.6,1.4,
2014-08-20T23:29:00,Overcast,11.4,8.4,11.4,1017.91,0.0,0,0.00,13.50,82,56.0,21.5,1.4,
2014-08-20T23:39:00,Overcast,11.1,8.0,11.1,1017.71,0.0,1,0.00,13.50,81,56.0,21.6,1.4,
2014-08-20T23:49:00,Overcast,10.9,7.8,10.9,1017.61,0.0,355,0.00,13.50,81,56.0,21.5,0.0,
2014-08-20T23:59:00,Overcast,10.5,7.6,10.5,1017.61,0.0,358,0.00,13.50,82,56.0,21.5,0.0,
2014-08-21T00:09:00,Overcast,10.3,7.5,10.3,1017.71,0.0,355,0.00,13.50,83,56.0,21.5,1.4,
2014-08-21T00:19:00,Overcast,10.3,7.5,10.3,1017.61,0.6,23,0.00,13.50,83,56.0,21.5,1.4,
2014-08-21T00:29:00,Overcast,10.2,7.4,10.2,1017.71,0.6,5,0.00,13.50,83,56.0,21.5,1.4,
2014-08-21T00:39:00,Overcast,10.2,7.8,10.2,1017.61,0.0,313,0.00,13.50,85,56.0,21.3,0.6,
2014-08-21T00:49:00,Overcast,10.2,7.8,10.2,1017.61,0.6,356,0.00,13.50,85,56.0,21.3,1.9,
2014-08-21T00:59:00,Overcast,10.1,7.7,10.1,1017.71,0.0,342,0.00,13.50,85,56.0,21.3,1.4,
2014-08-21T01:09:00,Overcast,10.0,7.6,10.0,1017.61,0.6,20,0.00,13.50,85,56.0,21.3,1.4,
2014-08-21T01:19:00,Overcast,10.0,7.8,10.0,1017.61,0.0,20,0.00,13.50,86,55.0,21.3,1.9,
2014-08-21T01:29:00,Overcast,10.1,7.9,10.1,1017.61,0.0,9,0.00,13.50,86,55.0,21.3,0.0,
2014-08-21T01:39:00,Overcast,10.0,7.9,10.0,1017.51,0.0,4,0.00,13.50,87,55.0,21.2,0.6,
2014-08-21T01:49:00,Overcast,9.8,7.9,9.8,1017.61,0.0,353,0.00,13.50,88,55.0,21.2,1.9,
2014-08-21T01:59:00,Overcast,9.8,7.9,9.8,1017.61,1.4,351,0.00,13.50,88,55.0,21.1,2.7,
2014-08-21T02:09:00,Overcast,9.6,7.7,9.6,1017.51,1.4,17,0.00,13.50,88,55.0,21.2,3.3,
2014-08-21T02:19:00,Overcast,9.7,7.8,9.7,1017.41,1.4,4,0.00,13.50,88,55.0,21.1,1.9,
2014-08-21T02:29:00,Overcast,9.5,7.3,9.5,1017.41,0.0,2,0.00,13.50,86,55.0,21.1,0.0,
2014-08-21T02:39:00,Overcast,9.3,7.1,9.3,1017.31,1.4,6,0.00,13.50,86,55.0,21.1,1.9,
2014-08-21T02:49:00,Overcast,9.2,7.2,9.2,1017.31,0.0,14,0.00,13.50,87,55.0,21.1,0.6,
2014-08-21T02:59:00,Overcast,9.1,7.1,9.1,1017.41,0.6,2,0.00,13.50,87,55.0,21.0,2.7,
2014-08-21T03:09:00,Overcast,8.9,7.0,8.9,1017.21,0.0,6,0.00,13.50,88,54.0,21.0,0.6,
2014-08-21T03:19:00,Overcast,8.6,6.9,8.6,1017.21,0.0,359,0.00,13.50,89,54.0,21.0,0.6,
2014-08-21T03:29:00,Overcast,8.7,7.2,8.7,1017.21,0.6,344,0.00,13.50,90,54.0,21.0,1.9,
2014-08-21T03:39:00,Heavy Clouds,8.6,7.2,8.6,1017.21,0.0,335,0.00,13.50,91,55.0,20.9,1.4,
2014-08-21T03:49:00,Heavy Clouds,8.5,7.1,8.5,1017.21,0.0,325,0.00,13.50,91,55.0,20.8,0.6,
2014-08-21T03:59:00,Heavy Clouds,8.4,7.2,8.4,1017.01,0.0,340,0.00,13.50,92,55.0,20.8,1.9,
2014-08-21T04:09:00,Heavy Clouds,8.2,7.0,8.2,1017.11,0.0,356,0.00,13.50,92,55.0,20.9,0.0,
2014-08-21T04:19:00,Heavy Clouds,8.0,6.8,8.0,1017.21,0.0,342,0.00,13.50,92,55.0,20.9,0.6,
2014-08-21T04:29:00,Heavy Clouds,8.0,6.9,8.0,1017.01,0.0,303,0.00,13.50,93,55.0,20.8,0.0,
2014-08-21T04:39:00,Heavy Clouds,7.8,6.9,7.8,1017.01,0.0,287,0.00,13.50,94,55.0,20.8,0.0,
2014-08-21T04:49:00,Heavy Clouds,7.5,6.8,7.5,1016.81,0.0,256,0.00,13.50,95,55.0,20.8,0.0,
2014-08-21T04:59:00,Heavy Clouds,7.2,6.6,7.2,1016.81,0.0,266,0.00,13.50,96,55.0,20.7,0.0,
2014-08-21T05:09:00,Heavy Clouds,7.1,6.7,7.1,1016.81,0.6,245,0.00,13.50,97,55.0,20.7,1.4,
2014-08-21T05:19:00,Heavy Clouds,7.6,7.2,7.6,1016.71,0.6,235,0.00,13.50,97,54.0,20.7,1.4,
2014-08-21T05:29:00,Heavy Clouds,7.6,7.2,7.6,1016.82,0.0,233,0.00,13.50,97,54.0,20.6,1.4,
2014-08-21T05:39:00,Heavy Clouds,7.5,7.1,7.5,1016.82,0.0,235,0.00,13.50,97,54.0,20.6,0.6,
2014-08-21T05:49:00,Heavy Clouds,7.3,6.9,7.3,1016.92,0.0,244,0.00,13.50,97,54.0,20.5,0.6,
2014-08-21T05:59:00,Heavy Clouds,7.4,6.9,7.4,1016.92,0.0,238,0.00,13.50,97,54.0,20.5,0.0,
2014-08-21T06:09:00,Heavy Clouds,7.3,6.9,7.3,1017.02,0.0,254,0.00,13.50,97,54.0,20.5,1.4,
2014-08-21T06:19:00,Heavy Clouds,7.4,6.9,7.4,1016.82,0.0,268,0.00,13.50,97,54.0,20.5,0.0,
2014-08-21T06:29:00,Heavy Clouds,7.7,7.2,7.7,1016.92,0.0,290,0.00,13.50,97,54.0,20.4,1.9,
2014-08-21T06:39:00,Heavy Clouds,8.0,7.8,8.0,1016.82,0.0,264,0.00,13.50,99,54.0,20.4,1.4,
2014-08-21T06:49:00,Heavy Clouds,8.4,8.2,8.4,1016.72,0.0,222,0.00,13.50,99,54.0,20.4,1.4,
2014-08-21T06:59:00,Heavy Clouds,9.3,9.0,9.3,1016.82,0.0,208,0.00,13.50,98,54.0,20.4,1.4,
2014-08-21T07:09:00,Heavy Clouds,10.2,9.3,10.2,1016.72,0.0,207,0.00,13.50,94,54.0,20.4,0.0,
2014-08-21T07:19:00,Overcast,11.0,9.3,11.0,1016.82,0.6,243,0.00,13.50,89,54.0,20.4,1.9,
2014-08-21T07:29:00,Overcast,11.7,9.1,11.7,1016.72,0.6,218,0.00,13.50,84,54.0,20.4,2.7,
2014-08-21T07:39:00,Overcast,12.2,9.0,12.2,1016.72,1.4,243,0.00,13.50,81,54.0,20.3,3.3,
2014-08-21T07:49:00,Overcast,12.6,9.2,12.6,1016.92,2.7,263,0.00,13.50,80,54.0,20.3,3.3,
2014-08-21T07:59:00,Overcast,12.4,8.9,12.4,1016.82,0.6,236,0.00,13.50,79,54.0,20.2,3.9,
2014-08-21T08:09:00,Cloudy,13.2,9.4,13.2,1016.92,0.6,196,0.00,13.50,78,54.0,20.3,1.9,
2014-08-21T08:19:00,Cloudy,13.4,9.2,13.4,1016.92,0.6,232,0.00,13.50,76,54.0,20.3,2.7,
2014-08-21T08:29:00,Cloudy,13.3,9.4,13.3,1016.82,0.6,246,0.00,13.50,77,54.0,20.3,1.9,
2014-08-21T08:39:00,Cloudy,14.0,9.6,14.0,1016.82,1.9,246,0.00,13.50,75,54.0,20.3,2.7,
2014-08-21T08:49:00,Cloudy,15.0,10.2,15.0,1016.72,0.6,237,0.00,13.50,73,55.0,20.3,1.9,
2014-08-21T08:59:00,Light Clouds,15.8,10.6,15.8,1016.82,1.4,203,0.00,13.50,71,55.0,20.3,1.9,
2014-08-21T09:09:00,Light Clouds,16.1,10.0,16.1,1016.82,0.6,221,0.00,13.50,67,55.0,20.5,2.7,
2014-08-21T09:19:00,Light Clouds,16.3,9.9,16.3,1016.82,1.9,222,0.00,13.50,66,55.0,20.5,3.9,
2014-08-21T09:29:00,Light Clouds,16.5,9.7,16.5,1016.82,2.7,229,0.00,13.50,64,55.0,20.4,5.2,
2014-08-21T09:39:00,Light Clouds,16.5,9.7,16.5,1016.72,1.4,208,0.00,13.50,64,55.0,20.3,3.3,
2014-08-21T09:49:00,Light Clouds,16.9,10.3,16.9,1016.72,1.4,203,0.00,13.50,65,55.0,20.3,6.0,
2014-08-21T09:59:00,Light Clouds,17.0,8.7,17.0,1016.72,2.7,172,0.00,13.50,58,55.0,20.3,4.7,
2014-08-21T10:09:00,Light Clouds,17.3,9.2,17.3,1016.62,1.9,164,0.00,13.50,59,55.0,20.4,3.9,
2014-08-21T10:19:00,Light Clouds,17.5,8.9,17.5,1016.62,1.4,165,0.00,13.50,57,55.0,20.4,3.3,
2014-08-21T10:29:00,Light Clouds,17.8,9.4,17.8,1016.42,1.4,169,0.00,13.50,58,55.0,20.4,2.7,
2014-08-21T10:39:00,Light Clouds,18.1,8.6,18.1,1016.42,3.3,164,0.00,13.50,54,55.0,20.4,5.2,
2014-08-21T10:49:00,Light Clouds,18.3,8.6,18.3,1016.32,3.3,143,0.00,13.50,53,55.0,20.4,6.6,
2014-08-21T10:59:00,Scattered Clouds,18.3,8.3,18.3,1016.31,0.6,162,0.00,13.50,52,55.0,20.5,3.9,
2014-08-21T11:09:00,Scattered Clouds,18.7,8.6,18.7,1016.21,3.9,158,0.00,13.50,52,54.0,20.5,6.6,
2014-08-21T11:19:00,Scattered Clouds,18.7,8.6,18.7,1016.11,3.3,150,0.00,13.50,52,53.0,20.5,5.2,
2014-08-21T11:29:00,Scattered Clouds,18.6,8.6,18.6,1016.02,5.2,142,0.00,13.50,52,53.0,20.4,9.3,
2014-08-21T11:39:00,Scattered Clouds,18.7,8.6,18.7,1016.01,3.3,166,0.00,13.50,52,52.0,20.5,7.2,
2014-08-21T11:49:00,Scattered Clouds,19.2,8.2,19.2,1015.91,3.3,142,0.00,13.50,49,52.0,20.4,7.2,
2014-08-21T11:59:00,Clear,18.9,7.3,18.9,1015.81,3.9,167,0.00,13.50,47,52.0,20.4,6.0,
2014-08-21T12:09:00,Scattered Clouds,18.4,7.5,18.4,1015.71,3.3,166,0.00,13.50,49,52.0,20.4,6.0,
2014-08-21T12:19:00,Scattered Clouds,18.5,7.3,18.5,1015.71,3.9,157,0.00,13.50,48,52.0,20.4,8.6,
2014-08-21T12:29:00,Scattered Clouds,17.5,7.0,17.5,1015.61,3.3,150,0.00,13.50,50,52.0,20.5,6.0,
2014-08-21T12:39:00,Clear,19.1,6.9,19.1,1015.41,5.2,157,0.00,13.50,45,52.0,20.5,10.5,
2014-08-21T12:49:00,Scattered Clouds,18.4,7.2,18.4,1015.31,2.7,158,0.00,13.50,48,52.0,20.5,4.7,
2014-08-21T12:59:00,Clear,19.5,6.9,19.5,1015.21,3.9,149,0.00,13.50,44,53.0,20.4,6.6,
2014-08-21T13:09:00,Clear,20.1,6.8,20.1,1015.01,2.7,137,0.00,13.50,42,53.0,20.5,6.0,
2014-08-21T13:19:00,Clear,20.1,6.1,20.1,1015.11,3.3,143,0.00,13.50,40,53.0,20.5,6.6,
2014-08-21T13:29:00,Clear,20.4,6.7,20.4,1014.91,3.9,143,0.00,13.50,41,53.0,20.5,8.0,
2014-08-21T13:39:00,Clear,20.7,6.6,20.7,1015.01,2.7,153,0.00,13.50,40,53.0,20.5,7.2,
2014-08-21T13:49:00,Clear,20.8,7.1,20.8,1014.91,3.9,142,0.00,13.50,41,53.0,20.5,8.6,
2014-08-21T13:59:00,Clear,20.8,6.7,20.8,1014.81,4.7,154,0.00,13.50,40,54.0,20.6,10.5,
2014-08-21T14:09:00,Clear,20.4,6.3,20.4,1014.71,2.7,156,0.00,13.50,40,54.0,20.6,4.7,
2014-08-21T14:19:00,Clear,19.7,6.8,19.7,1014.61,4.7,153,0.00,13.50,43,54.0,20.7,8.0,
2014-08-21T14:29:00,Clear,19.6,6.7,19.6,1014.61,3.9,166,0.00,13.50,43,54.0,20.7,6.6,
2014-08-21T14:39:00,Clear,20.1,6.8,20.1,1014.51,3.9,202,0.00,13.50,42,54.0,20.7,11.3,
2014-08-21T14:49:00,Clear,20.7,6.6,20.7,1014.31,2.7,213,0.00,13.50,40,54.0,20.8,8.6,
2014-08-21T14:59:00,Clear,20.8,6.7,20.8,1014.31,2.7,195,0.00,13.50,40,55.0,20.8,6.6,
2014-08-21T15:09:00,Clear,19.9,6.2,19.9,1014.31,3.3,200,0.00,13.50,41,54.0,20.8,6.0,
2014-08-21T15:19:00,Clear,19.6,6.7,19.6,1014.01,3.9,188,0.00,13.50,43,52.0,20.9,9.3,
2014-08-21T15:29:00,Clear,19.9,7.9,19.9,1014.11,3.9,192,0.00,13.50,46,52.0,20.9,8.6,
2014-08-21T15:39:00,Clear,19.4,8.1,19.4,1014.11,3.3,208,0.00,13.50,48,52.0,20.9,7.2,
2014-08-21T15:49:00,Clear,20.3,8.0,20.3,1014.01,5.2,161,0.00,13.50,45,51.0,20.9,11.3,
2014-08-21T15:59:00,Clear,19.4,8.1,19.4,1013.91,2.7,141,0.00,13.50,48,52.0,20.9,6.0,
2014-08-21T16:09:00,Scattered Clouds,19.2,8.2,19.2,1013.91,2.7,143,0.00,13.50,49,52.0,20.9,9.3,
2014-08-21T16:19:00,Scattered Clouds,18.9,8.8,18.9,1013.91,6.6,158,0.00,13.50,52,52.0,21.0,10.5,
2014-08-21T16:29:00,Scattered Clouds,18.2,8.2,18.2,1013.81,3.3,167,0.00,13.50,52,52.0,21.0,7.2,
2014-08-21T16:39:00,Light Clouds,18.0,8.6,18.0,1013.81,6.0,145,0.00,13.50,54,53.0,21.0,11.3,
2014-08-21T16:49:00,Light Clouds,17.9,8.2,17.9,1013.81,3.9,140,0.00,13.50,53,53.0,21.1,7.2,
2014-08-21T16:59:00,Light Clouds,17.8,8.6,17.8,1013.80,3.9,152,0.00,13.50,55,54.0,21.2,8.0,
2014-08-21T17:09:00,Light Clouds,17.9,8.7,17.9,1013.91,5.2,162,0.00,13.50,55,54.0,21.1,8.6,
2014-08-21T17:19:00,Light Clouds,17.8,8.9,17.8,1013.60,3.9,159,0.00,13.50,56,54.0,21.2,8.0,
2014-08-21T17:29:00,Light Clouds,17.7,8.8,17.7,1013.60,3.3,170,0.00,13.50,56,54.0,21.3,7.2,
2014-08-21T17:39:00,Light Clouds,17.6,9.0,17.6,1013.50,3.3,162,0.00,13.50,57,55.0,21.2,5.2,
2014-08-21T17:49:00,Light Clouds,17.4,8.5,17.4,1013.50,3.3,151,0.00,13.50,56,55.0,21.3,9.9,
2014-08-21T17:59:00,Light Clouds,17.0,8.4,17.0,1013.60,3.9,136,0.00,13.50,57,55.0,21.3,6.6,
2014-08-21T18:09:00,Light Clouds,16.7,8.4,16.7,1013.50,2.7,147,0.00,13.50,58,55.0,21.3,9.3,
2014-08-21T18:19:00,Light Clouds,16.5,8.2,16.5,1013.50,3.9,146,0.00,13.50,58,55.0,21.3,7.2,
2014-08-21T18:29:00,Light Clouds,16.4,8.6,16.4,1013.50,2.7,165,0.00,13.50,60,55.0,21.5,6.0,
2014-08-21T18:39:00,Light Clouds,16.0,8.5,16.0,1013.50,3.3,179,0.00,13.50,61,55.0,21.5,7.2,
2014-08-21T18:49:00,Light Clouds,15.9,8.9,15.9,1013.30,3.9,157,0.00,13.50,63,55.0,21.5,6.6,
2014-08-21T18:59:00,Light Clouds,15.8,9.0,15.7,1013.30,4.7,145,0.00,13.50,64,55.0,21.5,7.2,
2014-08-21T19:09:00,Light Clouds,15.8,9.0,15.8,1013.20,3.9,159,0.00,13.50,64,55.0,21.5,7.2,
2014-08-21T19:19:00,Light Clouds,15.8,9.0,15.7,1013.10,4.7,166,0.00,13.50,64,55.0,21.5,6.6,
2014-08-21T19:29:00,Light Clouds,15.8,9.0,15.8,1013.10,3.9,134,0.00,13.50,64,55.0,21.6,5.2,
2014-08-21T19:39:00,Light Clouds,15.8,9.0,15.8,1013.20,1.9,133,0.00,13.50,64,55.0,21.5,4.7,
2014-08-21T19:49:00,Light Clouds,15.7,8.9,15.7,1013.20,1.4,135,0.00,13.50,64,55.0,21.5,5.2,
2014-08-21T19:59:00,Light Clouds,15.6,8.8,15.6,1013.20,3.3,156,0.00,13.50,64,55.0,21.6,5.2,
2014-08-21T20:09:00,Light Clouds,15.5,8.9,15.5,1013.10,2.7,143,0.00,13.50,65,55.0,21.5,3.9,
2014-08-21T20:19:00,Light Clouds,15.4,9.1,15.4,1013.10,1.9,152,0.00,13.50,66,55.0,21.5,3.9,
2014-08-21T20:29:00,Light Clouds,15.2,9.3,15.2,1013.10,3.3,164,0.00,13.50,68,55.0,21.5,4.7,
2014-08-21T20:39:00,Light Clouds,15.0,9.6,15.0,1013.20,1.9,162,0.00,13.50,70,55.0,21.5,3.9,
2014-08-21T20:49:00,Light Clouds,15.0,9.6,15.0,1013.10,3.3,162,0.00,13.50,70,55.0,21.6,4.7,
2014-08-21T20:59:00,Light Clouds,15.1,9.7,15.1,1013.20,3.3,169,0.00,13.50,70,55.0,21.5,5.2,
2014-08-21T21:09:00,Light Clouds,15.1,9.9,15.1,1013.10,1.4,169,0.00,13.50,71,55.0,21.6,5.2,
2014-08-21T21:19:00,Light Clouds,15.1,10.1,15.1,1013.10,3.3,170,0.00,13.50,72,55.0,21.7,4.7,
2014-08-21T21:29:00,Light Clouds,15.2,10.2,15.2,1013.30,3.3,131,0.00,13.50,72,54.0,21.5,6.0,
2014-08-21T21:39:00,Light Clouds,15.2,10.2,15.2,1013.10,3.3,171,0.00,13.50,72,55.0,21.6,6.0,
2014-08-21T21:49:00,Light Clouds,15.2,10.0,14.9,1013.20,5.2,171,0.00,13.50,71,55.0,21.5,8.0,
2014-08-21T21:59:00,Light Clouds,15.2,10.0,14.7,1013.10,6.0,160,0.00,13.50,71,55.0,21.5,8.0,
2014-08-21T22:09:00,Light Clouds,15.2,10.0,15.0,1012.90,4.7,167,0.00,13.50,71,55.0,21.6,8.0,
2014-08-21T22:19:00,Light Clouds,15.1,9.9,15.1,1012.80,3.9,164,0.00,13.50,71,55.0,21.5,6.0,
